,T,Vol,Size,Lev,CrashRisk
0,1,136,138,171,3.101786571783418
1,1,105,164,100,-36.46963356144989
2,0,110,123,108,-9.535374920900791
3,1,101,190,148,-47.542881389049306
4,1,199,181,193,10.58600998337374
5,0,173,128,131,23.023451950218856
6,1,186,112,171,42.49687594889247
7,1,199,103,145,53.22129560938566
8,1,105,143,188,-14.08287316700799
9,0,112,137,182,-7.927714329935582
10,0,167,192,137,-17.71669763280207
11,1,143,153,100,-10.163829390349497
12,0,104,161,177,-27.615044931450154
13,1,105,143,128,-19.307842806899
14,0,102,180,114,-44.62031204065227
15,0,143,173,140,-18.999077784563166
16,0,190,159,125,12.880785295614535
17,1,196,115,106,40.28431517888272
18,1,193,132,198,38.44748129384708
19,0,161,138,110,8.440837922677646
20,1,113,182,105,-42.63192989011417
21,0,102,167,167,-33.52540183977985
22,1,177,114,129,32.315978821936866
23,0,197,124,168,39.94420603864814
24,1,133,106,153,20.16228968420372
25,1,174,108,129,35.4673218011891
26,0,182,148,164,18.48675429940613
27,1,199,149,131,24.27933382784595
28,1,148,133,153,8.71564951131323
29,0,167,144,186,14.638962470173272
30,1,176,135,158,24.36564554231564
31,0,193,141,117,23.85169998456525
32,0,168,112,166,33.705943735789845
33,1,132,118,181,13.767325869730252
34,0,183,111,124,38.5742791285878
35,1,107,132,147,-10.565241515983521
36,0,134,109,195,21.901838971103995
37,0,154,178,138,-16.759876896498884
38,1,141,198,161,-31.628282547167167
39,0,129,187,178,-30.698376317326616
40,0,105,187,120,-48.73820577258684
41,0,168,198,153,-18.8215053482318
42,0,132,174,165,-22.404790633290716
43,1,161,146,194,13.622564989000333
44,1,164,198,137,-22.94436383090475
45,0,145,124,178,17.47528702988955
46,0,191,152,193,24.249282231217965
47,0,192,189,120,-4.634533600697406
48,0,153,191,133,-24.848461634045364
49,0,130,102,162,20.536355901249767
50,1,112,189,103,-47.514016162388124
51,0,197,143,148,25.427801484451127
52,0,177,139,173,22.521001323829317
53,0,101,187,153,-46.81799743195716
54,1,130,166,151,-19.051874103277505
55,1,160,180,197,-8.43788248068037
56,1,179,170,146,3.9030946301403473
57,0,157,181,184,-10.925069819532311
58,0,169,148,133,9.463764311829758
59,1,117,124,152,0.1744115362919083
60,1,179,164,196,10.069659677266788
61,0,192,101,198,54.88996467127355
62,1,161,179,146,-10.12322534149539
63,1,172,182,198,-2.9968326792128828
64,1,177,147,104,11.527447636307016
65,0,111,162,128,-28.2695522601721
66,1,130,114,162,14.901167862209947
67,0,194,182,190,5.980932816471466
68,1,193,103,179,53.41871132319838
69,0,183,168,186,9.528169667710856
70,0,164,163,183,1.9009968685401764
71,1,139,185,128,-28.8978169263636
72,1,167,126,100,18.286889309867693
73,0,138,129,125,5.061959464604611
74,0,142,132,155,7.543293009217782
75,0,127,124,114,0.8758862016744128
76,1,186,162,105,5.778529504684866
77,0,192,152,189,22.55659836237007
78,1,199,122,184,45.43485223477015
79,1,133,141,116,-6.833992810753735
80,0,100,194,106,-56.496339017933124
81,0,127,141,141,-6.663324513249576
82,0,101,115,170,-3.209088453878905
83,1,195,107,143,48.52925883263606
84,1,116,132,114,-9.799932891831505
85,1,113,157,141,-23.300219937038623
86,0,117,102,175,12.832289953081423
87,0,147,140,106,0.7942901428367858
88,1,194,132,138,31.181363561288034
89,1,100,129,113,-16.88906072022552
90,0,194,105,142,48.03823226006536
91,1,115,137,170,-6.99772795740292
92,0,186,130,168,31.641460043434105
93,0,162,139,130,10.539429834256678
94,1,167,181,126,-11.405147239534678
95,1,134,127,147,7.770880299911527
96,0,191,106,151,46.523375555704455
97,0,124,121,160,3.9217156497739003
98,0,181,159,104,5.432528081945689
99,1,143,156,115,-9.98010618499682
